6.480905467000000364e+00,-5.618264898000000329e+01,9.662902926999999975e-01,-8.606563287999999950e-03,2.200112682000000125e-02,4.736944659999999807e-01,8.803723248999999473e-01
6.480829574999999565e+00,-5.617929268999999692e+01,9.609643945000000409e-01,-7.419028763000000241e-03,2.217620252000000042e-02,4.732380734000000699e-01,8.806241536000000147e-01
6.479696878000000382e+00,-5.617472708999999753e+01,9.537585715999999936e-01,-7.061486064999998938e-03,2.116971424000000171e-02,4.743068851000000197e-01,8.800766770000000294e-01
6.478202253000000077e+00,-5.616985428000000269e+01,9.455216630999999650e-01,-7.358799028999999520e-03,1.913992994999999878e-02,4.725009638999999595e-01,8.810915674999998393e-01
6.477934856000000075e+00,-5.616465390999999840e+01,9.383453733000000074e-01,-8.490757510999999078e-03,1.771989108000000118e-02,4.722384640999999772e-01,8.812518058999999626e-01
6.478027843999999646e+00,-5.616043376999999737e+01,9.326252474999999764e-01,-8.423117726999999194e-03,1.676063413000000030e-02,4.729623459000000252e-01,8.808829387000000066e-01
6.480368569000000356e+00,-5.615485426000000047e+01,9.267050691999999534e-01,-7.237039778999998854e-03,1.608600736000000142e-02,4.749493999000000133e-01,8.798363103999999879e-01
6.480925605000000367e+00,-5.615224243000000115e+01,9.232155821999999956e-01,-6.668753104999999501e-03,1.549392738999999866e-02,4.735152658999999264e-01,8.806240734999999376e-01
6.479813377000000152e+00,-5.615109583000000271e+01,9.200820586000000301e-01,-6.547105064999999419e-03,1.509383398000000050e-02,4.735364007999999791e-01,8.806205701999999524e-01
6.482737274999999855e+00,-5.615066141999999871e+01,9.164699727999999768e-01,-6.021136600999999616e-03,1.569742122000000045e-02,4.744508403000000096e-01,8.801214331000000168e-01
6.485802785999999820e+00,-5.615113749000000354e+01,9.110066232000000319e-01,-5.369836618999999922e-03,1.652998564000000142e-02,4.744074828000000021e-01,8.801337766000001395e-01
6.490018784000000096e+00,-5.615138988999999725e+01,9.068283074999999860e-01,-4.369700295999999484e-03,1.724548227999999489e-02,4.748436442000000257e-01,8.798903411999998703e-01
6.490434920000000218e+00,-5.615291950000000298e+01,9.023097964999999832e-01,-3.989036930000001112e-03,1.711746250000000316e-02,4.732702522000000189e-01,8.807419306999999531e-01
6.494170798999999938e+00,-5.615116035999999866e+01,8.973084072000000466e-01,-3.787560156999999952e-03,1.817723091000000152e-02,4.729879732000000225e-01,8.808732143999999931e-01
6.498029402000000232e+00,-5.614944186999999687e+01,8.921118179999999453e-01,-2.796795686000000218e-03,1.969553907000000381e-02,4.735141105999999822e-01,8.805615542000000406e-01
6.499152880999999660e+00,-5.615202235000000286e+01,8.868162737000000462e-01,-1.737709748000000306e-03,2.033384595999999933e-02,4.733808637000000430e-01,8.806214129999999640e-01
6.501752532000000251e+00,-5.615255031000000230e+01,8.809448210000000445e-01,-2.569536970999999892e-04,2.058379294999999887e-02,4.715799550999999479e-01,8.815830008999999690e-01
6.500333907999999994e+00,-5.615589720999999912e+01,8.765785825999999892e-01,1.030002709999999896e-03,1.984431102000000155e-02,4.722663758999999795e-01,8.812318721999999882e-01
6.502086839999999590e+00,-5.615722387999999654e+01,8.718491856000000206e-01,1.794296479999999945e-03,1.941588383000000112e-02,4.718013523999999848e-01,8.814892443000000855e-01
6.507646347999999747e+00,-5.615953838000000076e+01,8.660567442000000060e-01,2.061799349999999913e-03,1.979815934999999694e-02,4.707957950000000169e-01,8.820176308999999604e-01
6.509449714999999692e+00,-5.615559972999999871e+01,8.586524559999999529e-01,1.415976084000000095e-03,2.022018444000000040e-02,4.704798476000000007e-01,8.821779027999999689e-01
6.511492156000000087e+00,-5.615130682000000206e+01,8.511544492999999489e-01,3.058344958000000133e-04,2.077183699000000050e-02,4.691510380000000202e-01,8.828735700999998937e-01
6.511255429000000206e+00,-5.615117851000000115e+01,8.434164479000000325e-01,-1.092819789999999961e-03,2.093151686999999983e-02,4.673160447999999967e-01,8.838418363000001277e-01
6.519117499000000038e+00,-5.614407829000000305e+01,8.346297444000000398e-01,-3.133037928000000170e-03,2.243324869999999832e-02,4.674836734000000216e-01,8.837114621999999642e-01
6.522904064999999640e+00,-5.614591876000000070e+01,8.261430066999999600e-01,-3.121137405000000507e-03,2.288675341000000196e-02,4.698279976999999996e-01,8.824557256000000738e-01
6.535556950000000143e+00,-5.614058087000000086e+01,8.200898896999999632e-01,-4.012519007999999950e-03,2.534949589000000392e-02,4.692379178999999678e-01,8.826987477000000082e-01
6.543518456000000150e+00,-5.613792970000000082e+01,8.132974887999999680e-01,-6.034958677000000320e-03,2.612817040000000104e-02,4.730849343000000373e-01,8.806086208000001303e-01
6.557830952999999852e+00,-5.613081978999999677e+01,8.051483938000000284e-01,-8.733467288000000550e-03,2.504627791999999853e-02,4.783148308999999321e-01,8.777877494000000391e-01
6.571861940999999874e+00,-5.612464673000000204e+01,7.971175549000000249e-01,-1.161880470000000061e-02,2.236196005000000084e-02,4.863443282000000645e-01,8.734037672000001251e-01
6.585903787000000342e+00,-5.611655526999999921e+01,7.929890243999999644e-01,-1.394008417999999944e-02,2.121326562999999860e-02,4.949685785999999865e-01,8.685400264999999509e-01
6.607133475999999561e+00,-5.609737476000000100e+01,7.886152732000000221e-01,-1.305855874000000014e-02,2.280641502999999556e-02,4.969151495999999946e-01,8.674011042000000504e-01
6.629670393999999689e+00,-5.606844785999999914e+01,7.843330530000000023e-01,-8.413556266000000658e-03,2.229966971000000089e-02,5.058190201000000163e-01,8.623103012999999706e-01
6.656717979999999812e+00,-5.602614666000000199e+01,7.772375356999999818e-01,-1.250397444000000058e-03,2.285821275999999971e-02,5.071511105999999547e-01,8.615530684000001216e-01
